depto,mupio,sector,c02act,c02a01
5,7,49,"otro, cu",no
5,9,16,carreter,si
5,9,16,carreter,si
5,9,16,camino d,no
5,9,16,veredas,no
5,9,16,"mar, lag",no
5,9,16,tren (vi,no
5,9,16,avión (v,no
5,9,16,"otro, cu",no
5,9,40,carreter,no
5,9,40,carreter,si
5,9,40,camino d,no
5,9,40,veredas,si
5,9,40,"mar, lag",no
5,9,40,tren (vi,no
5,9,40,avión (v,no
5,9,40,"otro, cu",no
5,11,22,carreter,no
5,11,22,carreter,si
5,11,22,camino d,no
5,11,22,veredas,no
5,11,22,"mar, lag",no
5,11,22,tren (vi,no
5,11,22,avión (v,no
5,11,22,"otro, cu",no
5,12,8,carreter,no
5,12,8,carreter,si
5,12,8,camino d,si
5,12,8,veredas,si
5,12,8,"mar, lag",no
5,12,8,tren (vi,no
5,12,8,avión (v,no
5,12,8,"otro, cu",no
5,12,11,carreter,si
5,12,11,carreter,si
5,12,11,camino d,si
5,12,11,veredas,si
5,12,11,"mar, lag",no
5,12,11,tren (vi,no
5,12,11,avión (v,no
5,12,11,"otro, cu",no
5,13,35,carreter,si
5,13,35,carreter,si
5,13,35,camino d,no
5,13,35,veredas,no
5,13,35,"mar, lag",no
5,13,35,tren (vi,no
5,13,35,avión (v,no
5,13,35,"otro, cu",no
5,13,44,carreter,si
5,13,44,carreter,si
5,13,44,camino d,si
5,13,44,veredas,si
5,13,44,"mar, lag",no
5,13,44,tren (vi,no
5,13,44,avión (v,no
5,13,44,"otro, cu",no
5,13,54,carreter,si
5,13,54,carreter,no
5,13,54,camino d,no
5,13,54,veredas,si
5,13,54,"mar, lag",no
5,13,54,tren (vi,no
5,13,54,avión (v,no
5,13,54,"otro, cu",no
6,1,10,carreter,si
6,1,10,carreter,si
6,1,10,camino d,si
6,1,10,veredas,si
6,1,10,"mar, lag",si
6,1,10,tren (vi,no
6,1,10,avión (v,no
6,1,10,"otro, cu",no
6,2,33,carreter,si
6,2,33,carreter,si
6,2,33,camino d,no
6,2,33,veredas,no
6,2,33,"mar, lag",no
6,2,33,tren (vi,no
6,2,33,avión (v,no
6,2,33,"otro, cu",no
6,5,3,carreter,si
6,5,3,carreter,si
6,5,3,camino d,si
6,5,3,veredas,si
6,5,3,"mar, lag",si
6,5,3,tren (vi,no
6,5,3,avión (v,no
6,5,3,"otro, cu",no
6,6,6,carreter,si
6,6,6,carreter,no
6,6,6,camino d,si
6,6,6,veredas,si
6,6,6,"mar, lag",no
6,6,6,tren (vi,no
6,6,6,avión (v,no
6,6,6,"otro, cu",no
6,6,23,carreter,no
6,6,23,carreter,no
6,6,23,camino d,si
6,6,23,veredas,si
6,6,23,"mar, lag",no
6,6,23,tren (vi,no
6,6,23,avión (v,no
6,6,23,"otro, cu",no
6,8,40,carreter,no
6,8,40,carreter,si
6,8,40,camino d,no
6,8,40,veredas,si
6,8,40,"mar, lag",si
6,8,40,tren (vi,no
6,8,40,avión (v,no
6,8,40,"otro, cu",no
6,8,50,carreter,no
6,8,50,carreter,no
6,8,50,camino d,no
6,8,50,veredas,si
6,8,50,"mar, lag",si
6,8,50,tren (vi,no
6,8,50,avión (v,no
6,8,50,"otro, cu",no
6,9,21,carreter,no
6,9,21,carreter,si
6,9,21,camino d,si
6,9,21,veredas,no
6,9,21,"mar, lag",no
6,9,21,tren (vi,no
6,9,21,avión (v,no
6,9,21,"otro, cu",no
6,9,22,carreter,si
6,9,22,carreter,no
6,9,22,camino d,no
6,9,22,veredas,si
6,9,22,"mar, lag",no
6,9,22,tren (vi,no
6,9,22,avión (v,no
6,9,22,"otro, cu",no
6,10,4,carreter,no
6,10,4,carreter,si
6,10,4,camino d,si
6,10,4,veredas,si
6,10,4,"mar, lag",no
6,10,4,tren (vi,no
6,10,4,avión (v,no
6,10,4,"otro, cu",no
6,11,13,carreter,no
6,11,13,carreter,si
6,11,13,camino d,si
6,11,13,veredas,si
6,11,13,"mar, lag",no
6,11,13,tren (vi,no
6,11,13,avión (v,no
6,11,13,"otro, cu",no
6,12,1,carreter,si
6,12,1,carreter,si
6,12,1,camino d,no
6,12,1,veredas,si
6,12,1,"mar, lag",no
6,12,1,tren (vi,no
6,12,1,avión (v,no
6,12,1,"otro, cu",no
6,12,7,carreter,si
6,12,7,carreter,si
6,12,7,camino d,si
6,12,7,veredas,si
6,12,7,"mar, lag",no
6,12,7,tren (vi,no
6,12,7,avión (v,no
6,12,7,"otro, cu",no
6,13,9,carreter,si
6,13,9,carreter,no
6,13,9,camino d,no
6,13,9,veredas,no
6,13,9,"mar, lag",no
6,13,9,tren (vi,no
6,13,9,avión (v,no
6,13,9,"otro, cu",no
6,13,24,carreter,no
6,13,24,carreter,no
6,13,24,camino d,si
6,13,24,veredas,no
6,13,24,"mar, lag",no
6,13,24,tren (vi,no
6,13,24,avión (v,no
6,13,24,"otro, cu",no
6,14,3,carreter,si
6,14,3,carreter,si
6,14,3,camino d,si
6,14,3,veredas,si
6,14,3,"mar, lag",no
6,14,3,tren (vi,no
6,14,3,avión (v,no
6,14,3,"otro, cu",no
6,14,16,carreter,si
6,14,16,carreter,si
6,14,16,camino d,si
6,14,16,veredas,si
6,14,16,"mar, lag",no
6,14,16,tren (vi,no
6,14,16,avión (v,no
6,14,16,"otro, cu",no
6,14,21,carreter,no
6,14,21,carreter,si
6,14,21,camino d,si
6,14,21,veredas,si
6,14,21,"mar, lag",no
6,14,21,tren (vi,no
6,14,21,avión (v,no
6,14,21,"otro, cu",no
6,14,23,carreter,si
6,14,23,carreter,si
6,14,23,camino d,si
6,14,23,veredas,si
6,14,23,"mar, lag",no
6,14,23,tren (vi,no
6,14,23,avión (v,no
6,14,23,"otro, cu",no
7,1,31,carreter,no
7,1,31,carreter,si
7,1,31,camino d,no
7,1,31,veredas,si
7,1,31,"mar, lag",no
7,1,31,tren (vi,no
7,1,31,avión (v,no
7,1,31,"otro, cu",no
7,14,3,carreter,si
7,14,3,carreter,no
7,14,3,camino d,no
7,14,3,veredas,si
7,14,3,"mar, lag",no
7,14,3,tren (vi,no
7,14,3,avión (v,no
7,14,3,"otro, cu",no
7,17,3,carreter,si
7,17,3,carreter,no
7,17,3,camino d,no
7,17,3,veredas,si
7,17,3,"mar, lag",si
7,17,3,tren (vi,no
7,17,3,avión (v,no
7,17,3,"otro, cu",no
8,3,2,carreter,si
8,3,2,carreter,si
8,3,2,camino d,no
8,3,2,veredas,si
8,3,2,"mar, lag",no
8,3,2,tren (vi,no
8,3,2,avión (v,no
8,3,2,"otro, cu",no
8,5,22,carreter,no
8,5,22,carreter,si
8,5,22,camino d,no
8,5,22,veredas,si
8,5,22,"mar, lag",no
8,5,22,tren (vi,no
8,5,22,avión (v,no
8,5,22,"otro, cu",no
8,6,34,carreter,si
8,6,34,carreter,no
8,6,34,camino d,no
8,6,34,veredas,si
8,6,34,"mar, lag",no
8,6,34,tren (vi,no
8,6,34,avión (v,no
8,6,34,"otro, cu",no
8,6,34,carreter,si
8,6,34,carreter,si
8,6,34,camino d,no
8,6,34,veredas,si
8,6,34,"mar, lag",no
8,6,34,tren (vi,no
8,6,34,avión (v,no
8,6,34,"otro, cu",no
8,7,8,carreter,no
8,7,8,carreter,si
8,7,8,camino d,no
8,7,8,veredas,si
8,7,8,"mar, lag",no
8,7,8,tren (vi,no
8,7,8,avión (v,no
8,7,8,"otro, cu",no
9,1,4,carreter,no
9,1,4,carreter,si
9,1,4,camino d,no
9,1,4,veredas,si
9,1,4,"mar, lag",no
9,1,4,tren (vi,no
9,1,4,avión (v,no
9,1,4,"otro, cu",si
9,1,25,carreter,si
9,1,25,carreter,no
9,1,25,camino d,no
9,1,25,veredas,no
9,1,25,"mar, lag",no
9,1,25,tren (vi,no
9,1,25,avión (v,no
9,1,25,"otro, cu",no
9,1,26,carreter,no
9,1,26,carreter,si
9,1,26,camino d,no
9,1,26,veredas,no
9,1,26,"mar, lag",no
9,1,26,tren (vi,no
9,1,26,avión (v,no
9,1,26,"otro, cu",no
9,1,27,carreter,no
9,1,27,carreter,no
9,1,27,camino d,no
9,1,27,veredas,no
9,1,27,"mar, lag",no
9,1,27,tren (vi,no
9,1,27,avión (v,no
9,1,27,"otro, cu",si
9,1,40,carreter,no
9,1,40,carreter,si
9,1,40,camino d,no
9,1,40,veredas,no
9,1,40,"mar, lag",no
9,1,40,tren (vi,no
9,1,40,avión (v,no
9,1,40,"otro, cu",no
9,1,53,carreter,si
9,1,53,carreter,no
9,1,53,camino d,no
9,1,53,veredas,no
9,1,53,"mar, lag",no
9,1,53,tren (vi,no
9,1,53,avión (v,no
9,1,53,"otro, cu",no
9,1,69,carreter,no
9,1,69,carreter,si
9,1,69,camino d,no
9,1,69,veredas,si
9,1,69,"mar, lag",si
9,1,69,tren (vi,no
9,1,69,avión (v,no
9,1,69,"otro, cu",no
9,1,80,carreter,si
9,1,80,carreter,si
9,1,80,camino d,no
9,1,80,veredas,si
9,1,80,"mar, lag",no
9,1,80,tren (vi,no
9,1,80,avión (v,no
9,1,80,"otro, cu",no
9,1,89,carreter,si
9,1,89,carreter,no
9,1,89,camino d,no
9,1,89,veredas,si
9,1,89,"mar, lag",no
9,1,89,tren (vi,no
9,1,89,avión (v,no
9,1,89,"otro, cu",no
9,3,1,carreter,no
9,3,1,carreter,no
9,3,1,camino d,no
9,3,1,veredas,no
9,3,1,"mar, lag",no
9,3,1,tren (vi,no
9,3,1,avión (v,no
9,3,1,"otro, cu",no
9,3,6,carreter,no
9,3,6,carreter,si
9,3,6,camino d,no
9,3,6,veredas,si
9,3,6,"mar, lag",no
9,3,6,tren (vi,no
9,3,6,avión (v,no
9,3,6,"otro, cu",no
9,4,30,carreter,si
9,4,30,carreter,no
9,4,30,camino d,no
9,4,30,veredas,si
9,4,30,"mar, lag",no
9,4,30,tren (vi,no
9,4,30,avión (v,no
9,4,30,"otro, cu",no
9,4,34,carreter,si
9,4,34,carreter,si
9,4,34,camino d,si
9,4,34,veredas,si
9,4,34,"mar, lag",no
9,4,34,tren (vi,no
9,4,34,avión (v,no
9,4,34,"otro, cu",no
9,5,5,carreter,si
9,5,5,carreter,no
9,5,5,camino d,si
9,5,5,veredas,si
9,5,5,"mar, lag",no
9,5,5,tren (vi,no
9,5,5,avión (v,no
9,5,5,"otro, cu",no
9,7,2,carreter,no
9,7,2,carreter,si
9,7,2,camino d,no
9,7,2,veredas,si
9,7,2,"mar, lag",no
9,7,2,tren (vi,no
9,7,2,avión (v,no
9,7,2,"otro, cu",no
9,9,28,carreter,no
9,9,28,carreter,si
9,9,28,camino d,no
9,9,28,veredas,si
9,9,28,"mar, lag",no
9,9,28,tren (vi,no
9,9,28,avión (v,no
9,9,28,"otro, cu",no
9,11,6,carreter,si
9,11,6,carreter,si
9,11,6,camino d,no
9,11,6,veredas,si
9,11,6,"mar, lag",no
9,11,6,tren (vi,no
9,11,6,avión (v,no
9,11,6,"otro, cu",no
9,11,10,carreter,no
9,11,10,carreter,si
9,11,10,camino d,no
9,11,10,veredas,si
9,11,10,"mar, lag",no
9,11,10,tren (vi,no
9,11,10,avión (v,no
9,11,10,"otro, cu",no
9,12,2,carreter,si
9,12,2,carreter,no
9,12,2,camino d,no
9,12,2,veredas,no
9,12,2,"mar, lag",no
9,12,2,tren (vi,no
9,12,2,avión (v,no
9,12,2,"otro, cu",no
9,12,15,carreter,no
9,12,15,carreter,no
9,12,15,camino d,no
9,12,15,veredas,si
9,12,15,"mar, lag",no
9,12,15,tren (vi,no
9,12,15,avión (v,no
9,12,15,"otro, cu",no
9,13,7,carreter,si
9,13,7,carreter,no
9,13,7,camino d,no
9,13,7,veredas,no
9,13,7,"mar, lag",si
9,13,7,tren (vi,no
9,13,7,avión (v,no
9,13,7,"otro, cu",no
9,14,1,carreter,si
9,14,1,carreter,no
9,14,1,camino d,si
9,14,1,veredas,si
9,14,1,"mar, lag",si
9,14,1,tren (vi,no
9,14,1,avión (v,no
9,14,1,"otro, cu",no
9,17,2,carreter,no
9,17,2,carreter,no
9,17,2,camino d,no
9,17,2,veredas,si
9,17,2,"mar, lag",no
9,17,2,tren (vi,no
9,17,2,avión (v,no
9,17,2,"otro, cu",no
9,20,25,carreter,no
9,20,25,carreter,si
9,20,25,camino d,si
9,20,25,veredas,no
9,20,25,"mar, lag",no
9,20,25,tren (vi,no
9,20,25,avión (v,no
9,20,25,"otro, cu",no
9,20,67,carreter,no
9,20,67,carreter,si
9,20,67,camino d,si
9,20,67,veredas,si
9,20,67,"mar, lag",no
9,20,67,tren (vi,no
9,20,67,avión (v,no
9,20,67,"otro, cu",no
9,20,68,carreter,no
9,20,68,carreter,si
9,20,68,camino d,si
9,20,68,veredas,no
9,20,68,"mar, lag",no
9,20,68,tren (vi,no
9,20,68,avión (v,no
9,20,68,"otro, cu",no
9,21,18,carreter,si
9,21,18,carreter,si
9,21,18,camino d,si
9,21,18,veredas,si
9,21,18,"mar, lag",no
9,21,18,tren (vi,no
9,21,18,avión (v,no
9,21,18,"otro, cu",no
9,23,4,carreter,no
9,23,4,carreter,si
9,23,4,camino d,si
9,23,4,veredas,si
9,23,4,"mar, lag",no
9,23,4,tren (vi,no
9,23,4,avión (v,no
9,23,4,"otro, cu",no
10,1,26,carreter,si
10,1,26,carreter,no
10,1,26,camino d,no
10,1,26,veredas,no
10,1,26,"mar, lag",no
10,1,26,tren (vi,no
10,1,26,avión (v,no
10,1,26,"otro, cu",no
10,1,36,carreter,si
10,1,36,carreter,si
10,1,36,camino d,si
10,1,36,veredas,si
10,1,36,"mar, lag",no
10,1,36,tren (vi,no
10,1,36,avión (v,no
10,1,36,"otro, cu",no
10,2,20,carreter,no
10,2,20,carreter,si
10,2,20,camino d,no
10,2,20,veredas,si
10,2,20,"mar, lag",no
10,2,20,tren (vi,no
10,2,20,avión (v,no
10,2,20,"otro, cu",no
10,2,25,carreter,no
10,2,25,carreter,si
10,2,25,camino d,si
10,2,25,veredas,si
10,2,25,"mar, lag",no
10,2,25,tren (vi,no
10,2,25,avión (v,no
10,2,25,"otro, cu",no
10,2,36,carreter,no
10,2,36,carreter,si
10,2,36,camino d,si
10,2,36,veredas,si
10,2,36,"mar, lag",si
10,2,36,tren (vi,no
10,2,36,avión (v,no
10,2,36,"otro, cu",no
10,6,26,carreter,si
10,6,26,carreter,si
10,6,26,camino d,si
10,6,26,veredas,si
10,6,26,"mar, lag",no
10,6,26,tren (vi,no
10,6,26,avión (v,no
10,6,26,"otro, cu",no
10,10,12,carreter,si
10,10,12,carreter,no
10,10,12,camino d,no
10,10,12,veredas,si
10,10,12,"mar, lag",no
10,10,12,tren (vi,no
10,10,12,avión (v,no
10,10,12,"otro, cu",no
10,10,13,carreter,no
10,10,13,carreter,si
10,10,13,camino d,si
10,10,13,veredas,si
10,10,13,"mar, lag",no
10,10,13,tren (vi,no
10,10,13,avión (v,no
10,10,13,"otro, cu",no
10,14,7,carreter,no
10,14,7,carreter,si
10,14,7,camino d,no
10,14,7,veredas,si
10,14,7,"mar, lag",no
10,14,7,tren (vi,no
10,14,7,avión (v,no
10,14,7,"otro, cu",no
10,14,16,carreter,no
10,14,16,carreter,si
10,14,16,camino d,no
10,14,16,veredas,no
10,14,16,"mar, lag",no
10,14,16,tren (vi,no
10,14,16,avión (v,no
10,14,16,"otro, cu",no
10,14,27,carreter,no
10,14,27,carreter,si
10,14,27,camino d,no
10,14,27,veredas,si
10,14,27,"mar, lag",no
10,14,27,tren (vi,no
10,14,27,avión (v,no
10,14,27,"otro, cu",no
10,17,6,carreter,no
10,17,6,carreter,si
10,17,6,camino d,si
10,17,6,veredas,si
10,17,6,"mar, lag",no
10,17,6,tren (vi,no
10,17,6,avión (v,no
10,17,6,"otro, cu",no
10,20,3,carreter,si
10,20,3,carreter,si
10,20,3,camino d,no
10,20,3,veredas,no
10,20,3,"mar, lag",no
10,20,3,tren (vi,no
10,20,3,avión (v,no
10,20,3,"otro, cu",no
11,1,57,carreter,no
11,1,57,carreter,si
11,1,57,camino d,si
11,1,57,veredas,no
11,1,57,"mar, lag",no
11,1,57,tren (vi,no
11,1,57,avión (v,no
11,1,57,"otro, cu",no
11,8,1,carreter,si
11,8,1,carreter,si
11,8,1,camino d,no
11,8,1,veredas,no
11,8,1,"mar, lag",si
11,8,1,tren (vi,no
11,8,1,avión (v,no
11,8,1,"otro, cu",no
11,9,6,carreter,no
11,9,6,carreter,si
11,9,6,camino d,no
11,9,6,veredas,si
11,9,6,"mar, lag",no
11,9,6,tren (vi,no
11,9,6,avión (v,no
11,9,6,"otro, cu",no
11,9,8,carreter,no
11,9,8,carreter,si
11,9,8,camino d,si
11,9,8,veredas,si
11,9,8,"mar, lag",no
11,9,8,tren (vi,no
11,9,8,avión (v,no
11,9,8,"otro, cu",no
12,1,8,carreter,si
12,1,8,carreter,si
12,1,8,camino d,si
12,1,8,veredas,no
12,1,8,"mar, lag",no
12,1,8,tren (vi,no
12,1,8,avión (v,no
12,1,8,"otro, cu",no
12,1,12,carreter,no
12,1,12,carreter,si
12,1,12,camino d,no
12,1,12,veredas,no
12,1,12,"mar, lag",no
12,1,12,tren (vi,no
12,1,12,avión (v,no
12,1,12,"otro, cu",no
12,1,17,carreter,no
12,1,17,carreter,si
12,1,17,camino d,no
12,1,17,veredas,no
12,1,17,"mar, lag",no
12,1,17,tren (vi,no
12,1,17,avión (v,no
12,1,17,"otro, cu",si
12,2,18,carreter,no
12,2,18,carreter,si
12,2,18,camino d,no
12,2,18,veredas,no
12,2,18,"mar, lag",no
12,2,18,tren (vi,no
12,2,18,avión (v,no
12,2,18,"otro, cu",no
12,2,60,carreter,si
12,2,60,carreter,no
12,2,60,camino d,si
12,2,60,veredas,si
12,2,60,"mar, lag",no
12,2,60,tren (vi,no
12,2,60,avión (v,no
12,2,60,"otro, cu",no
12,3,4,carreter,no
12,3,4,carreter,si
12,3,4,camino d,si
12,3,4,veredas,si
12,3,4,"mar, lag",no
12,3,4,tren (vi,no
12,3,4,avión (v,no
12,3,4,"otro, cu",no
12,4,34,carreter,no
12,4,34,carreter,si
12,4,34,camino d,si
12,4,34,veredas,si
12,4,34,"mar, lag",no
12,4,34,tren (vi,no
12,4,34,avión (v,no
12,4,34,"otro, cu",no
12,5,17,carreter,no
12,5,17,carreter,si
12,5,17,camino d,no
12,5,17,veredas,si
12,5,17,"mar, lag",no
12,5,17,tren (vi,no
12,5,17,avión (v,no
12,5,17,"otro, cu",no
12,6,6,carreter,no
12,6,6,carreter,si
12,6,6,camino d,si
12,6,6,veredas,si
12,6,6,"mar, lag",no
12,6,6,tren (vi,no
12,6,6,avión (v,no
12,6,6,"otro, cu",no
12,6,27,carreter,si
12,6,27,carreter,si
12,6,27,camino d,no
12,6,27,veredas,si
12,6,27,"mar, lag",no
12,6,27,tren (vi,no
12,6,27,avión (v,no
12,6,27,"otro, cu",no
12,6,32,carreter,si
12,6,32,carreter,no
12,6,32,camino d,si
12,6,32,veredas,si
12,6,32,"mar, lag",no
12,6,32,tren (vi,no
12,6,32,avión (v,no
12,6,32,"otro, cu",no
12,6,43,carreter,no
12,6,43,carreter,si
12,6,43,camino d,si
12,6,43,veredas,si
12,6,43,"mar, lag",no
12,6,43,tren (vi,no
12,6,43,avión (v,no
12,6,43,"otro, cu",no
12,7,24,carreter,no
12,7,24,carreter,no
12,7,24,camino d,si
12,7,24,veredas,si
12,7,24,"mar, lag",no
12,7,24,tren (vi,no
12,7,24,avión (v,no
12,7,24,"otro, cu",no
12,7,29,carreter,no
12,7,69,carreter,no
12,7,69,carreter,no
12,7,69,camino d,si
12,7,69,veredas,si
12,7,69,"mar, lag",no
12,7,69,tren (vi,no
12,7,69,avión (v,no
12,7,69,"otro, cu",no
12,9,16,carreter,no
12,9,16,carreter,no
12,9,16,camino d,si
12,9,16,veredas,si
12,9,16,"mar, lag",no
12,9,16,tren (vi,no
12,9,16,avión (v,no
12,9,16,"otro, cu",no
12,10,2,carreter,no
12,10,2,carreter,si
12,10,2,camino d,si
12,10,2,veredas,no
12,10,2,"mar, lag",no
12,10,2,tren (vi,no
12,10,2,avión (v,no
12,10,2,"otro, cu",no
12,10,19,carreter,si
12,10,19,carreter,si
12,10,19,camino d,no
12,10,19,veredas,no
12,10,19,"mar, lag",no
12,10,19,tren (vi,no
12,10,19,avión (v,no
12,10,19,"otro, cu",no
12,14,5,carreter,si
12,14,5,carreter,si
12,14,5,camino d,no
12,14,5,veredas,si
12,14,5,"mar, lag",no
12,14,5,tren (vi,no
12,14,5,avión (v,no
12,14,5,"otro, cu",no
12,14,15,carreter,no
12,14,15,carreter,si
12,14,15,camino d,no
12,14,15,veredas,si
12,14,15,"mar, lag",no
12,14,15,tren (vi,no
12,14,15,avión (v,no
12,14,15,"otro, cu",no
12,15,15,carreter,no
12,15,15,carreter,si
12,15,15,camino d,no
12,15,15,veredas,no
12,15,15,"mar, lag",no
12,15,15,tren (vi,no
12,15,15,avión (v,no
12,15,15,"otro, cu",si
12,18,10,carreter,si
12,18,10,carreter,si
12,18,10,camino d,no
12,18,10,veredas,no
12,18,10,"mar, lag",si
12,18,10,tren (vi,no
12,18,10,avión (v,no
12,18,10,"otro, cu",no
12,18,19,carreter,si
12,18,19,carreter,si
12,18,19,camino d,no
12,18,19,veredas,no
12,18,19,"mar, lag",si
12,18,19,tren (vi,no
12,18,19,avión (v,no
12,18,19,"otro, cu",no
12,28,2,carreter,no
12,28,2,carreter,si
12,28,2,camino d,si
12,28,2,veredas,no
12,28,2,"mar, lag",no
12,28,2,tren (vi,no
12,28,2,avión (v,no
12,28,2,"otro, cu",no
13,1,8,carreter,si
13,1,8,carreter,si
13,1,8,camino d,no
13,1,8,veredas,no
13,1,8,"mar, lag",no
13,1,8,tren (vi,no
13,1,8,avión (v,no
13,1,8,"otro, cu",no
13,1,9,carreter,si
13,1,9,carreter,si
13,1,9,camino d,no
13,1,9,veredas,no
13,1,9,"mar, lag",no
13,1,9,tren (vi,no
13,1,9,avión (v,no
13,1,9,"otro, cu",no
13,1,11,carreter,si
13,1,11,carreter,si
13,1,11,camino d,no
13,1,11,veredas,no
13,1,11,"mar, lag",no
13,1,11,tren (vi,no
13,1,11,avión (v,no
13,1,11,"otro, cu",no
13,1,15,carreter,no
13,1,15,carreter,si
13,1,15,camino d,si
13,1,15,veredas,si
13,1,15,"mar, lag",no
13,1,15,tren (vi,no
13,1,15,avión (v,no
13,1,15,"otro, cu",no
13,1,52,carreter,si
13,1,52,carreter,no
13,1,52,camino d,si
13,1,52,veredas,si
13,1,52,"mar, lag",si
13,1,52,tren (vi,no
13,1,52,avión (v,no
13,1,52,"otro, cu",no
13,1,74,carreter,no
13,1,74,carreter,no
13,1,74,camino d,si
13,1,74,veredas,si
13,1,74,"mar, lag",no
13,1,74,tren (vi,no
13,1,74,avión (v,no
13,1,74,"otro, cu",no
13,2,3,carreter,no
13,2,3,carreter,si
13,2,3,camino d,si
13,2,3,veredas,no
13,2,3,"mar, lag",no
13,2,3,tren (vi,no
13,2,3,avión (v,no
13,2,3,"otro, cu",no
13,2,9,carreter,no
13,2,9,carreter,no
13,2,9,camino d,si
13,2,9,veredas,si
13,2,9,"mar, lag",no
13,2,9,tren (vi,no
13,2,9,avión (v,no
13,2,9,"otro, cu",no
13,2,10,carreter,no
13,2,10,carreter,no
13,2,10,camino d,si
13,2,10,veredas,no
13,2,10,"mar, lag",no
13,2,10,tren (vi,no
13,2,10,avión (v,no
13,2,10,"otro, cu",no
13,2,21,carreter,si
13,2,21,carreter,si
13,2,21,camino d,si
13,2,21,veredas,si
13,2,21,"mar, lag",no
13,2,21,tren (vi,no
13,2,21,avión (v,no
13,2,21,"otro, cu",no
13,2,25,carreter,si
13,2,25,carreter,si
13,2,25,camino d,si
13,2,25,veredas,si
13,2,25,"mar, lag",no
13,2,25,tren (vi,no
13,2,25,avión (v,no
13,2,25,"otro, cu",no
13,2,40,carreter,no
13,2,40,carreter,si
13,2,40,camino d,si
13,2,40,veredas,no
13,2,40,"mar, lag",no
13,2,40,tren (vi,no
13,2,40,avión (v,no
13,2,40,"otro, cu",no
13,3,7,carreter,si
13,3,7,carreter,si
13,3,7,camino d,si
13,3,7,veredas,si
13,3,7,"mar, lag",no
13,3,7,tren (vi,no
13,3,7,avión (v,no
13,3,7,"otro, cu",no
13,4,29,carreter,no
13,4,29,carreter,si
13,4,29,camino d,si
13,4,29,veredas,si
13,4,29,"mar, lag",no
13,4,29,tren (vi,no
13,4,29,avión (v,no
13,4,29,"otro, cu",no
13,4,40,carreter,no
13,4,40,carreter,no
13,4,40,camino d,no
13,4,40,veredas,si
13,4,40,"mar, lag",no
13,4,40,tren (vi,no
13,4,40,avión (v,no
13,4,40,"otro, cu",no
13,4,55,carreter,si
13,4,55,carreter,no
13,4,55,camino d,no
13,4,55,veredas,si
13,4,55,"mar, lag",no
13,4,55,tren (vi,no
13,4,55,avión (v,no
13,4,55,"otro, cu",no
13,5,9,carreter,si
13,5,9,carreter,si
13,5,9,camino d,si
13,5,9,veredas,si
13,5,9,"mar, lag",no
13,5,9,tren (vi,no
13,5,9,avión (v,no
13,5,9,"otro, cu",no
13,5,10,carreter,no
13,5,10,carreter,si
13,5,10,camino d,si
13,5,10,veredas,si
13,5,10,"mar, lag",no
13,5,10,tren (vi,no
13,5,10,avión (v,no
13,5,10,"otro, cu",no
