depto,mupio,sector,c02act,c02a01
16,7,28,"mar, lag",no
16,7,28,tren (vi,no
16,7,28,avión (v,no
16,7,28,"otro, cu",no
16,7,40,carreter,si
16,7,40,carreter,no
16,7,40,camino d,no
16,7,40,veredas,si
16,7,40,"mar, lag",no
16,7,40,tren (vi,no
16,7,40,avión (v,no
16,7,40,"otro, cu",no
16,7,67,carreter,no
16,7,67,carreter,si
16,7,67,camino d,no
16,7,67,veredas,no
16,7,67,"mar, lag",no
16,7,67,tren (vi,no
16,7,67,avión (v,no
16,7,67,"otro, cu",no
16,8,11,carreter,si
16,8,11,carreter,no
16,8,11,camino d,no
16,8,11,veredas,si
16,8,11,"mar, lag",no
16,8,11,tren (vi,no
16,8,11,avión (v,no
16,8,11,"otro, cu",no
16,8,18,carreter,no
16,8,18,carreter,si
16,8,18,camino d,no
16,8,18,veredas,si
16,8,18,"mar, lag",no
16,8,18,tren (vi,no
16,8,18,avión (v,no
16,8,18,"otro, cu",no
16,8,19,carreter,no
16,8,19,carreter,no
16,8,19,camino d,no
16,8,19,veredas,si
16,8,19,"mar, lag",no
16,8,19,tren (vi,no
16,8,19,avión (v,no
16,8,19,"otro, cu",no
16,8,28,carreter,si
16,8,28,carreter,no
16,8,28,camino d,no
16,8,28,veredas,si
16,8,28,"mar, lag",no
16,8,28,tren (vi,no
16,8,28,avión (v,no
16,8,28,"otro, cu",no
16,8,38,carreter,no
16,8,38,carreter,no
16,8,38,camino d,no
16,8,38,veredas,si
16,8,38,"mar, lag",no
16,8,38,tren (vi,no
16,8,38,avión (v,no
16,8,38,"otro, cu",no
16,9,1,carreter,si
16,9,1,carreter,no
16,9,1,camino d,no
16,9,1,veredas,no
16,9,1,"mar, lag",no
16,9,1,tren (vi,no
16,9,1,avión (v,no
16,9,1,"otro, cu",no
16,9,3,carreter,si
16,9,3,carreter,no
16,9,3,camino d,no
16,9,3,veredas,no
16,9,3,"mar, lag",no
16,9,3,tren (vi,no
16,9,3,avión (v,no
16,9,3,"otro, cu",no
16,9,53,carreter,no
16,9,53,carreter,si
16,9,53,camino d,no
16,9,53,veredas,si
16,9,53,"mar, lag",no
16,9,53,tren (vi,no
16,9,53,avión (v,no
16,9,53,"otro, cu",no
16,9,67,carreter,no
16,9,67,carreter,si
16,9,67,camino d,no
16,9,67,veredas,si
16,9,67,"mar, lag",no
16,9,67,tren (vi,no
16,9,67,avión (v,no
16,9,67,"otro, cu",no
16,9,73,carreter,no
16,9,73,carreter,si
16,9,73,camino d,no
16,9,73,veredas,si
16,9,73,"mar, lag",no
16,9,73,tren (vi,no
16,9,73,avión (v,no
16,9,73,"otro, cu",no
16,9,110,carreter,no
16,9,110,carreter,no
16,9,110,camino d,no
16,9,110,veredas,si
16,9,110,"mar, lag",no
16,9,110,tren (vi,no
16,9,110,avión (v,no
16,9,110,"otro, cu",no
16,10,3,carreter,si
16,10,3,carreter,si
16,10,3,camino d,si
16,10,3,veredas,si
16,10,3,"mar, lag",no
16,10,3,tren (vi,no
16,10,3,avión (v,no
16,10,3,"otro, cu",no
16,11,3,carreter,no
16,11,3,carreter,no
16,11,3,camino d,no
16,11,3,veredas,si
16,11,3,"mar, lag",no
16,11,3,tren (vi,no
16,11,3,avión (v,no
16,11,3,"otro, cu",no
16,12,3,carreter,no
16,12,3,carreter,si
16,12,3,camino d,no
16,12,3,veredas,si
16,12,3,"mar, lag",no
16,12,3,tren (vi,no
16,12,3,avión (v,no
16,12,3,"otro, cu",no
16,12,14,carreter,no
16,12,14,carreter,si
16,12,14,camino d,no
16,12,14,veredas,si
16,12,14,"mar, lag",no
16,12,14,tren (vi,no
16,12,14,avión (v,no
16,12,14,"otro, cu",no
16,13,27,carreter,no
16,13,27,carreter,no
16,13,27,camino d,no
16,13,27,veredas,si
16,13,27,"mar, lag",no
16,13,27,tren (vi,no
16,13,27,avión (v,no
16,13,27,"otro, cu",no
16,13,33,carreter,no
16,13,33,carreter,si
16,13,33,camino d,no
16,13,33,veredas,si
16,13,33,"mar, lag",no
16,13,33,tren (vi,no
16,13,33,avión (v,no
16,13,33,"otro, cu",no
17,1,2,carreter,si
17,1,2,carreter,no
17,1,2,camino d,no
17,1,2,veredas,no
17,1,2,"mar, lag",si
17,1,2,tren (vi,no
17,1,2,avión (v,no
17,1,2,"otro, cu",no
17,1,9,carreter,si
17,1,9,carreter,no
17,1,9,camino d,no
17,1,9,veredas,no
17,1,9,"mar, lag",no
17,1,9,tren (vi,no
17,1,9,avión (v,no
17,1,9,"otro, cu",no
17,1,20,carreter,si
17,1,20,carreter,si
17,1,20,camino d,no
17,1,20,veredas,no
17,1,20,"mar, lag",no
17,1,20,tren (vi,no
17,1,20,avión (v,no
17,1,20,"otro, cu",no
17,1,23,carreter,si
17,1,23,carreter,no
17,1,23,camino d,no
17,1,23,veredas,no
17,1,23,"mar, lag",no
17,1,23,tren (vi,no
17,1,23,avión (v,no
17,1,23,"otro, cu",si
17,3,23,carreter,si
17,3,23,carreter,si
17,3,23,camino d,no
17,3,23,veredas,no
17,3,23,"mar, lag",no
17,3,23,tren (vi,no
17,3,23,avión (v,no
17,3,23,"otro, cu",no
17,4,10,carreter,no
17,4,10,carreter,si
17,4,10,camino d,no
17,4,10,veredas,si
17,4,10,"mar, lag",no
17,4,10,tren (vi,no
17,4,10,avión (v,no
17,4,10,"otro, cu",no
17,4,16,carreter,no
17,4,16,carreter,no
17,4,16,camino d,no
17,4,16,veredas,si
17,4,16,"mar, lag",si
17,4,16,tren (vi,no
17,4,16,avión (v,no
17,4,16,"otro, cu",no
17,5,9,carreter,no
17,5,9,carreter,si
17,5,9,camino d,si
17,5,9,veredas,si
17,5,9,"mar, lag",no
17,5,9,tren (vi,no
17,5,9,avión (v,no
17,5,9,"otro, cu",no
17,5,17,carreter,si
17,5,17,carreter,no
17,5,17,camino d,si
17,5,17,veredas,si
17,5,17,"mar, lag",no
17,5,17,tren (vi,no
17,5,17,avión (v,no
17,5,17,"otro, cu",no
17,5,31,carreter,si
17,5,31,carreter,si
17,5,31,camino d,si
17,5,31,veredas,si
17,5,31,"mar, lag",no
17,5,31,tren (vi,no
17,5,31,avión (v,no
17,5,31,"otro, cu",no
17,5,36,carreter,no
17,5,36,carreter,si
17,5,36,camino d,no
17,5,36,veredas,si
17,5,36,"mar, lag",si
17,5,36,tren (vi,no
17,5,36,avión (v,no
17,5,36,"otro, cu",no
17,5,41,carreter,si
17,5,41,carreter,no
17,5,41,camino d,no
17,5,41,veredas,si
17,5,41,"mar, lag",no
17,5,41,tren (vi,no
17,5,41,avión (v,no
17,5,41,"otro, cu",no
17,5,49,carreter,si
17,5,49,carreter,si
17,5,49,camino d,si
17,5,49,veredas,si
17,5,49,"mar, lag",no
17,5,49,tren (vi,no
17,5,49,avión (v,no
17,5,49,"otro, cu",no
17,5,53,carreter,no
17,5,53,carreter,si
17,5,53,camino d,si
17,5,53,veredas,si
17,5,53,"mar, lag",no
17,5,53,tren (vi,no
17,5,53,avión (v,no
17,5,53,"otro, cu",no
17,5,58,carreter,no
17,5,58,carreter,si
17,5,58,camino d,si
17,5,58,veredas,si
17,5,58,"mar, lag",no
17,5,58,tren (vi,no
17,5,58,avión (v,no
17,5,58,"otro, cu",no
17,5,62,carreter,si
17,5,62,carreter,no
17,5,62,camino d,si
17,5,62,veredas,si
17,5,62,"mar, lag",no
17,5,62,tren (vi,no
17,5,62,avión (v,no
17,5,62,"otro, cu",no
17,6,1,carreter,no
17,6,1,carreter,si
17,6,1,camino d,si
17,6,1,veredas,no
17,6,1,"mar, lag",no
17,6,1,tren (vi,no
17,6,1,avión (v,no
17,6,1,"otro, cu",no
17,6,3,carreter,si
17,6,3,carreter,si
17,6,3,camino d,no
17,6,3,veredas,no
17,6,3,"mar, lag",no
17,6,3,tren (vi,no
17,6,3,avión (v,no
17,6,3,"otro, cu",no
17,7,2,carreter,no
17,7,2,carreter,si
17,7,2,camino d,no
17,7,2,veredas,no
17,7,2,"mar, lag",no
17,7,2,tren (vi,no
17,7,2,avión (v,no
17,7,2,"otro, cu",no
17,7,5,carreter,no
17,7,5,carreter,si
17,7,5,camino d,no
17,7,5,veredas,no
17,7,5,"mar, lag",no
17,7,5,tren (vi,no
17,7,5,avión (v,no
17,7,5,"otro, cu",no
17,8,16,carreter,no
17,8,16,carreter,si
17,8,16,camino d,si
17,8,16,veredas,si
17,8,16,"mar, lag",si
17,8,16,tren (vi,no
17,8,16,avión (v,no
17,8,16,"otro, cu",no
17,8,25,carreter,si
17,8,25,carreter,no
17,8,25,camino d,si
17,8,25,veredas,no
17,8,25,"mar, lag",no
17,8,25,tren (vi,no
17,8,25,avión (v,no
17,8,25,"otro, cu",no
17,8,27,carreter,no
17,8,27,carreter,si
17,8,27,camino d,si
17,8,27,veredas,si
17,8,27,"mar, lag",no
17,8,27,tren (vi,no
17,8,27,avión (v,no
17,8,27,"otro, cu",no
17,8,35,carreter,no
17,8,35,carreter,si
17,8,35,camino d,si
17,8,35,veredas,si
17,8,35,"mar, lag",si
17,8,35,tren (vi,no
17,8,35,avión (v,no
17,8,35,"otro, cu",no
17,9,14,carreter,no
17,9,14,carreter,si
17,9,14,camino d,no
17,9,14,veredas,si
17,9,14,"mar, lag",no
17,9,14,tren (vi,no
17,9,14,avión (v,no
17,9,14,"otro, cu",no
17,9,33,carreter,no
17,9,33,carreter,si
17,9,33,camino d,no
17,9,33,veredas,si
17,9,33,"mar, lag",no
17,9,33,tren (vi,no
17,9,33,avión (v,no
17,9,33,"otro, cu",no
17,10,2,carreter,no
17,10,2,carreter,si
17,10,2,camino d,no
17,10,2,veredas,no
17,10,2,"mar, lag",no
17,10,2,tren (vi,no
17,10,2,avión (v,no
17,10,2,"otro, cu",no
17,10,8,carreter,si
17,10,8,carreter,no
17,10,8,camino d,si
17,10,8,veredas,si
17,10,8,"mar, lag",no
17,10,8,tren (vi,no
17,10,8,avión (v,no
17,10,8,"otro, cu",no
17,10,21,carreter,si
17,10,21,carreter,no
17,10,21,camino d,si
17,10,21,veredas,si
17,10,21,"mar, lag",si
17,10,21,tren (vi,no
17,10,21,avión (v,no
17,10,21,"otro, cu",no
17,10,31,carreter,si
17,10,31,carreter,no
17,10,31,camino d,no
17,10,31,veredas,si
17,10,31,"mar, lag",no
17,10,31,tren (vi,no
17,10,31,avión (v,no
17,10,31,"otro, cu",no
17,11,4,carreter,no
17,11,4,carreter,si
17,11,4,camino d,no
17,11,4,veredas,no
17,11,4,"mar, lag",no
17,11,4,tren (vi,no
17,11,4,avión (v,no
17,11,4,"otro, cu",no
17,11,7,carreter,si
17,11,7,carreter,si
17,11,7,camino d,si
17,11,7,veredas,si
17,11,7,"mar, lag",si
17,11,7,tren (vi,no
17,11,7,avión (v,no
17,11,7,"otro, cu",no
17,11,13,carreter,no
17,11,13,carreter,si
17,11,13,camino d,si
17,11,13,veredas,no
17,11,13,"mar, lag",no
17,11,13,tren (vi,no
17,11,13,avión (v,no
17,11,13,"otro, cu",no
17,12,12,carreter,si
17,12,12,carreter,si
17,12,12,camino d,si
17,12,12,veredas,no
17,12,12,"mar, lag",no
17,12,12,tren (vi,no
17,12,12,avión (v,si
17,12,12,"otro, cu",no
18,1,6,carreter,si
18,1,6,carreter,si
18,1,6,camino d,no
18,1,6,veredas,no
18,1,6,"mar, lag",si
18,1,6,tren (vi,no
18,1,6,avión (v,no
18,1,6,"otro, cu",no
18,1,11,carreter,si
18,1,11,carreter,no
18,1,11,camino d,no
18,1,11,veredas,no
18,1,11,"mar, lag",no
18,1,11,tren (vi,no
18,1,11,avión (v,no
18,1,11,"otro, cu",no
18,1,22,carreter,si
18,1,22,carreter,si
18,1,22,camino d,no
18,1,22,veredas,no
18,1,22,"mar, lag",no
18,1,22,tren (vi,si
18,1,22,avión (v,no
18,1,22,"otro, cu",no
18,1,28,carreter,no
18,1,28,carreter,si
18,1,28,camino d,no
18,1,28,veredas,no
18,1,28,"mar, lag",no
18,1,28,tren (vi,si
18,1,28,avión (v,no
18,1,28,"otro, cu",no
18,1,31,carreter,no
18,1,31,carreter,si
18,1,31,camino d,no
18,1,31,veredas,no
18,1,31,"mar, lag",no
18,1,31,tren (vi,no
18,1,31,avión (v,no
18,1,31,"otro, cu",no
18,1,49,carreter,no
18,1,49,carreter,si
18,1,49,camino d,si
18,1,49,veredas,si
18,1,49,"mar, lag",no
18,1,49,tren (vi,no
18,1,49,avión (v,no
18,1,49,"otro, cu",no
18,1,50,carreter,no
18,1,50,carreter,no
18,1,50,camino d,no
18,1,50,veredas,no
18,1,50,"mar, lag",si
18,1,50,tren (vi,no
18,1,50,avión (v,no
18,1,50,"otro, cu",no
18,1,85,carreter,no
18,1,85,carreter,si
18,1,85,camino d,no
18,1,85,veredas,no
18,1,85,"mar, lag",no
18,1,85,tren (vi,no
18,1,85,avión (v,no
18,1,85,"otro, cu",no
18,2,3,carreter,si
18,2,3,carreter,no
18,2,3,camino d,no
18,2,3,veredas,no
18,2,3,"mar, lag",no
18,2,3,tren (vi,no
18,2,3,avión (v,no
18,2,3,"otro, cu",no
18,2,17,carreter,no
18,2,17,carreter,si
18,2,17,camino d,no
18,2,17,veredas,no
18,2,17,"mar, lag",no
18,2,17,tren (vi,no
18,2,17,avión (v,no
18,2,17,"otro, cu",no
18,2,44,carreter,no
18,2,44,carreter,no
18,2,44,camino d,si
18,2,44,veredas,si
18,2,44,"mar, lag",si
18,2,44,tren (vi,no
18,2,44,avión (v,no
18,2,44,"otro, cu",no
18,3,1,carreter,no
18,3,1,carreter,si
18,3,1,camino d,no
18,3,1,veredas,no
18,3,1,"mar, lag",no
18,3,1,tren (vi,no
18,3,1,avión (v,no
18,3,1,"otro, cu",no
18,3,5,carreter,si
18,3,5,carreter,no
18,3,5,camino d,no
18,3,5,veredas,no
18,3,5,"mar, lag",no
18,3,5,tren (vi,no
18,3,5,avión (v,no
18,3,5,"otro, cu",no
18,3,9,carreter,no
18,3,9,carreter,si
18,3,9,camino d,no
18,3,9,veredas,no
18,3,9,"mar, lag",no
18,3,9,tren (vi,no
18,3,9,avión (v,no
18,3,9,"otro, cu",no
18,4,5,carreter,si
18,4,5,carreter,si
18,4,5,camino d,si
18,4,5,veredas,no
18,4,5,"mar, lag",no
18,4,5,tren (vi,no
18,4,5,avión (v,no
18,4,5,"otro, cu",no
18,4,32,carreter,no
18,4,32,carreter,si
18,4,32,camino d,si
18,4,32,veredas,si
18,4,32,"mar, lag",si
18,4,32,tren (vi,no
18,4,32,avión (v,no
18,4,32,"otro, cu",no
18,4,33,carreter,no
18,4,33,carreter,si
18,4,33,camino d,si
18,4,33,veredas,no
18,4,33,"mar, lag",no
18,4,33,tren (vi,no
18,4,33,avión (v,no
18,4,33,"otro, cu",no
18,5,2,carreter,si
18,5,2,carreter,no
18,5,2,camino d,no
18,5,2,veredas,no
18,5,2,"mar, lag",no
18,5,2,tren (vi,no
18,5,2,avión (v,no
18,5,2,"otro, cu",no
18,5,11,carreter,no
18,5,11,carreter,si
18,5,11,camino d,si
18,5,11,veredas,no
18,5,11,"mar, lag",no
18,5,11,tren (vi,no
18,5,11,avión (v,no
18,5,11,"otro, cu",no
18,5,59,carreter,no
18,5,59,carreter,si
18,5,59,camino d,no
18,5,59,veredas,no
18,5,59,"mar, lag",no
18,5,59,tren (vi,no
18,5,59,avión (v,no
18,5,59,"otro, cu",no
19,1,2,carreter,no
19,1,2,carreter,no
19,1,2,camino d,no
19,1,2,veredas,no
19,1,2,"mar, lag",no
19,1,2,tren (vi,no
19,1,2,avión (v,no
19,1,2,"otro, cu",si
19,1,5,carreter,si
19,1,5,carreter,no
19,1,5,camino d,no
19,1,5,veredas,no
19,1,5,"mar, lag",no
19,1,5,tren (vi,no
19,1,5,avión (v,no
19,1,5,"otro, cu",no
19,1,24,carreter,si
19,1,24,carreter,no
19,1,24,camino d,no
19,1,24,veredas,no
19,1,24,"mar, lag",no
19,1,24,tren (vi,no
19,1,24,avión (v,no
19,1,24,"otro, cu",si
19,1,30,carreter,no
19,1,30,carreter,si
19,1,30,camino d,si
19,1,30,veredas,no
19,1,30,"mar, lag",no
19,1,30,tren (vi,no
19,1,30,avión (v,no
19,1,30,"otro, cu",no
19,1,58,carreter,no
19,1,58,carreter,si
19,1,58,camino d,si
19,1,58,veredas,si
19,1,58,"mar, lag",no
19,1,58,tren (vi,no
19,1,58,avión (v,no
19,1,58,"otro, cu",no
19,4,5,carreter,si
19,4,5,carreter,si
19,4,5,camino d,no
19,4,5,veredas,no
19,4,5,"mar, lag",si
19,4,5,tren (vi,si
19,4,5,avión (v,no
19,4,5,"otro, cu",no
19,4,21,carreter,no
19,4,21,carreter,si
19,4,21,camino d,no
19,4,21,veredas,no
19,4,21,"mar, lag",no
19,4,21,tren (vi,no
19,4,21,avión (v,no
19,4,21,"otro, cu",no
19,9,2,carreter,si
19,9,2,carreter,no
19,9,2,camino d,no
19,9,2,veredas,no
19,9,2,"mar, lag",no
19,9,2,tren (vi,no
19,9,2,avión (v,no
19,9,2,"otro, cu",no
20,1,6,carreter,no
20,1,6,carreter,si
20,1,6,camino d,no
20,1,6,veredas,si
20,1,6,"mar, lag",no
20,1,6,tren (vi,no
20,1,6,avión (v,no
20,1,6,"otro, cu",no
20,1,60,carreter,si
20,1,60,carreter,no
20,1,60,camino d,no
20,1,60,veredas,no
20,1,60,"mar, lag",no
20,1,60,tren (vi,no
20,1,60,avión (v,no
20,1,60,"otro, cu",no
20,4,1,carreter,no
20,4,1,carreter,no
20,4,1,camino d,no
20,4,1,veredas,no
20,4,1,"mar, lag",no
20,4,1,tren (vi,no
20,4,1,avión (v,no
20,4,1,"otro, cu",si
20,5,3,carreter,no
20,5,3,carreter,si
20,5,3,camino d,si
20,5,3,veredas,no
20,5,3,"mar, lag",no
20,5,3,tren (vi,no
20,5,3,avión (v,no
20,5,3,"otro, cu",no
20,7,9,carreter,si
20,7,9,carreter,si
20,7,9,camino d,no
20,7,9,veredas,si
20,7,9,"mar, lag",no
20,7,9,tren (vi,no
20,7,9,avión (v,no
20,7,9,"otro, cu",no
20,7,23,carreter,si
20,7,23,carreter,si
20,7,23,camino d,no
20,7,23,veredas,no
20,7,23,"mar, lag",no
20,7,23,tren (vi,no
20,7,23,avión (v,no
20,7,23,"otro, cu",no
21,1,6,carreter,si
21,1,6,carreter,si
21,1,6,camino d,si
21,1,6,veredas,no
21,1,6,"mar, lag",no
21,1,6,tren (vi,no
21,1,6,avión (v,si
21,1,6,"otro, cu",no
21,1,14,carreter,no
21,1,14,carreter,no
21,1,14,camino d,si
21,1,14,veredas,no
21,1,14,"mar, lag",no
21,1,14,tren (vi,no
21,1,14,avión (v,no
21,1,14,"otro, cu",no
21,1,19,carreter,si
21,1,19,carreter,no
21,1,19,camino d,no
21,1,19,veredas,no
21,1,19,"mar, lag",no
21,1,19,tren (vi,no
21,1,19,avión (v,no
21,1,19,"otro, cu",no
21,1,26,carreter,no
21,1,26,carreter,si
21,1,26,camino d,si
21,1,26,veredas,si
21,1,26,"mar, lag",no
21,1,26,tren (vi,no
21,1,26,avión (v,no
21,1,26,"otro, cu",no
21,1,30,carreter,no
21,1,30,carreter,si
21,1,30,camino d,no
21,1,30,veredas,si
21,1,30,"mar, lag",no
21,1,30,tren (vi,no
21,1,30,avión (v,no
21,1,30,"otro, cu",no
21,1,39,carreter,no
21,1,39,carreter,si
21,1,39,camino d,si
21,1,39,veredas,si
21,1,39,"mar, lag",no
21,1,39,tren (vi,no
21,1,39,avión (v,no
21,1,39,"otro, cu",no
21,1,44,carreter,no
21,1,44,carreter,si
21,1,44,camino d,si
21,1,44,veredas,si
21,1,44,"mar, lag",si
21,1,44,tren (vi,no
21,1,44,avión (v,no
21,1,44,"otro, cu",no
21,1,52,carreter,si
21,1,52,carreter,si
21,1,52,camino d,si
21,1,52,veredas,no
21,1,52,"mar, lag",no
21,1,52,tren (vi,no
21,1,52,avión (v,no
21,1,52,"otro, cu",no
21,1,68,carreter,si
21,1,68,carreter,no
21,1,68,camino d,si
21,1,68,veredas,si
21,1,68,"mar, lag",no
21,1,68,tren (vi,no
21,1,68,avión (v,no
21,1,68,"otro, cu",no
21,1,92,carreter,no
21,1,92,carreter,si
21,1,92,camino d,si
21,1,92,veredas,si
21,1,92,"mar, lag",no
21,1,92,tren (vi,no
21,1,92,avión (v,no
21,1,92,"otro, cu",no
21,2,16,carreter,no
21,2,16,carreter,si
21,2,16,camino d,si
21,2,16,veredas,si
21,2,16,"mar, lag",no
21,2,16,tren (vi,no
21,2,16,avión (v,no
21,2,16,"otro, cu",no
21,2,22,carreter,no
21,2,22,carreter,no
21,2,22,camino d,si
21,2,22,veredas,si
21,2,22,"mar, lag",no
21,2,22,tren (vi,no
21,2,22,avión (v,no
21,2,22,"otro, cu",no
21,2,35,carreter,no
21,2,35,carreter,no
21,2,35,camino d,no
21,2,35,veredas,si
21,2,35,"mar, lag",no
21,2,35,tren (vi,no
21,2,35,avión (v,no
21,2,35,"otro, cu",no
21,3,1,carreter,no
21,3,1,carreter,si
21,3,1,camino d,no
21,3,1,veredas,no
21,3,1,"mar, lag",no
21,3,1,tren (vi,no
21,3,1,avión (v,no
21,3,1,"otro, cu",no
21,3,13,carreter,no
21,3,13,carreter,si
21,3,13,camino d,si
21,3,13,veredas,si
21,3,13,"mar, lag",no
21,3,13,tren (vi,no
21,3,13,avión (v,no
21,3,13,"otro, cu",no
21,3,22,carreter,no
21,3,22,carreter,si
21,3,22,camino d,si
21,3,22,veredas,si
21,3,22,"mar, lag",si
21,3,22,tren (vi,no
21,3,22,avión (v,no
21,3,22,"otro, cu",no
21,5,1,carreter,si
21,5,1,carreter,si
21,5,1,camino d,si
21,5,1,veredas,si
21,5,1,"mar, lag",si
21,5,1,tren (vi,no
21,5,1,avión (v,no
21,5,1,"otro, cu",no
21,5,7,carreter,no
21,5,7,carreter,si
21,5,7,camino d,si
21,5,7,veredas,si
21,5,7,"mar, lag",si
21,5,7,tren (vi,no
21,5,7,avión (v,no
21,5,7,"otro, cu",no
21,7,3,carreter,si
21,7,3,carreter,si
21,7,3,camino d,si
21,7,3,veredas,si
21,7,3,"mar, lag",no
21,7,3,tren (vi,no
21,7,3,avión (v,no
21,7,3,"otro, cu",no
22,1,11,carreter,no
22,1,11,carreter,si
22,1,11,camino d,no
22,1,11,veredas,no
22,1,11,"mar, lag",no
22,1,11,tren (vi,no
22,1,11,avión (v,no
22,1,11,"otro, cu",no
22,1,25,carreter,no
22,1,25,carreter,si
22,1,25,camino d,si
22,1,25,veredas,si
22,1,25,"mar, lag",no
22,1,25,tren (vi,no
22,1,25,avión (v,no
22,1,25,"otro, cu",no
22,1,47,carreter,no
22,1,47,carreter,si
22,1,47,camino d,si
22,1,47,veredas,si
22,1,47,"mar, lag",no
22,1,47,tren (vi,no
22,1,47,avión (v,no
22,1,47,"otro, cu",no
22,1,60,carreter,si
22,1,60,carreter,no
22,1,60,camino d,no
22,1,60,veredas,si
22,1,60,"mar, lag",no
22,1,60,tren (vi,no
22,1,60,avión (v,no
22,1,60,"otro, cu",no
22,1,75,carreter,no
22,1,75,carreter,si
22,1,75,camino d,si
22,1,75,veredas,no
22,1,75,"mar, lag",no
22,1,75,tren (vi,no
22,1,75,avión (v,no
22,1,75,"otro, cu",no
22,1,89,carreter,no
22,1,89,carreter,si
22,1,89,camino d,si
22,1,89,veredas,si
22,1,89,"mar, lag",no
22,1,89,tren (vi,no
22,1,89,avión (v,no
22,1,89,"otro, cu",no
22,1,111,carreter,no
22,1,111,carreter,si
22,1,111,camino d,no
22,1,111,veredas,no
22,1,111,"mar, lag",no
22,1,111,tren (vi,no
22,1,111,avión (v,no
22,1,111,"otro, cu",no
22,2,4,carreter,si
22,2,4,carreter,si
22,2,4,camino d,si
22,2,4,veredas,no
22,2,4,"mar, lag",no
22,2,4,tren (vi,no
22,2,4,avión (v,no
22,2,4,"otro, cu",no
22,3,27,carreter,no
22,3,27,carreter,si
22,3,27,camino d,no
22,3,27,veredas,si
22,3,27,"mar, lag",no
22,3,27,tren (vi,no
22,3,27,avión (v,no
22,3,27,"otro, cu",no
22,6,1,carreter,no
22,6,1,carreter,si
22,6,1,camino d,si
22,6,1,veredas,si
22,6,1,"mar, lag",no
22,6,1,tren (vi,no
22,6,1,avión (v,no
22,6,1,"otro, cu",no
22,11,7,carreter,no
22,11,7,carreter,si
22,11,7,camino d,si
22,11,7,veredas,si
22,11,7,"mar, lag",no
22,11,7,tren (vi,no
22,11,7,avión (v,no
22,11,7,"otro, cu",no
22,11,8,carreter,no
22,11,8,carreter,si
22,11,8,camino d,no
22,11,8,veredas,si
22,11,8,"mar, lag",no
22,11,8,tren (vi,no
22,11,8,avión (v,no
22,11,8,"otro, cu",no
22,13,4,carreter,no
22,13,4,carreter,si
22,13,4,camino d,no
22,13,4,veredas,no
22,13,4,"mar, lag",no
22,13,4,tren (vi,no
22,13,4,avión (v,no
22,13,4,"otro, cu",no
